vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL18220,MOTOR CYCLE,14,2024-02-23 22:52:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL14101,SCOOTER,14,2024-03-12 03:54:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL0889,SCOOTER,14,2024-03-15 22:23:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL24491,SCOOTER,14,2024-03-24 00:31:46+00:00,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura",NO PARKING | WRONG PARKING | PARKING ON FOOTPATH
FKN00GL19357,CAR,14,2024-03-29 22:57:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL7760,PASSENGER AUTO,14,2024-04-01 07:24:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING | DOUBLE PARKING
FKN00GL3173,SCOOTER,14,2024-03-30 05:46:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL7354,SCOOTER,14,2024-03-05 00:10:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL5362,CAR,14,2024-03-29 05:18:46+00:00,"Marathahalli Underpass, Ashwath Nagar, Marathahalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL20170,LGV,14,2024-04-08 06:20:46+00:00,"Laggere Service Road, Narasimhaswamy Layout, Laggere",NO PARKING | PARKING IN A MAIN ROAD | DOUBLE PARKING
FKN00GL63327,SCOOTER,14,2024-03-22 05:45:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | PARKING ON FOOTPATH | NO PARKING
FKN00GL6423,SCOOTER,14,2024-02-07 05:54:46+00:00,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura",WRONG PARKING | NO PARKING | PARKING ON FOOTPATH
FKN00GL17849,MOTOR CYCLE,14,2024-03-28 03:41:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL50737,MOTOR CYCLE,14,2024-04-08 08:24:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL26501,MOTOR CYCLE,14,2024-03-13 00:58:46+00:00,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu",WRONG PARKING
FKN00GL0088,SCOOTER,13,2024-02-10 03:09:46+00:00,"Palace Road, Kalpana Circle, Vasant Nagar",WRONG PARKING | NO PARKING
FKN00GL17792,SCOOTER,13,2024-04-06 05:13:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL13296,CAR,13,2024-03-04 21:19:46+00:00,"2nd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | NO PARKING
FKN00GL0085,SCOOTER,13,2024-04-06 23:10:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL16436,CAR,13,2024-03-20 06:26:46+00:00,"Da Ra Bendre Road, Orion, Brigade Gateway",NO PARKING | WRONG PARKING
FKN00GL86275,SCHOOL VEHICLE,13,2024-04-08 05:43:46+00:00,"Dr Rajkumar Puniya Bhoomi Road, Block 3, Nandini Layout",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL41594,LGV,13,2024-04-07 20:41:46+00:00,"Hosur Road, Metro Urbano, Muni Reddy Layout",WRONG PARKING
FKN00GL27384,SCOOTER,13,2024-04-03 03:19:46+00:00,"Mariamma Lane, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL44125,SCOOTER,13,2024-04-03 23:07:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL15299,MOTOR CYCLE,13,2024-03-04 21:53:46+00:00,"Kempegowda Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING | PARKING ON FOOTPATH
FKN00GL26487,MOTOR CYCLE,13,2024-03-13 00:57:46+00:00,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu",WRONG PARKING
FKN00GL11577,SCOOTER,13,2024-04-07 03:11:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING | PARKING ON FOOTPATH
FKN00GL0938,SCOOTER,13,2024-03-22 02:40:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | DOUBLE PARKING
FKN00GL8211,SCOOTER,13,2024-02-28 23:41:46+00:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING
FKN00GL73563,SCOOTER,13,2024-03-23 03:01:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING
FKN00GL16534,SCOOTER,13,2024-03-22 02:28:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | DOUBLE PARKING
FKN00GL11015,SCOOTER,13,2024-03-29 05:31:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL8164,MOTOR CYCLE,13,2024-04-04 01:40:46+00:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL18168,SCOOTER,13,2024-02-23 23:28:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL10011,MOTOR CYCLE,13,2024-02-24 00:09:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL60534,SCOOTER,13,2024-04-06 06:43:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | PARKING ON FOOTPATH | WRONG PARKING
FKN00GL7134,PASSENGER AUTO,13,2024-04-04 03:43:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING | REFUSE TO GO FOR HIRE
FKN00GL11800,MOTOR CYCLE,13,2024-04-08 01:11:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL8261,SCOOTER,13,2024-04-07 04:05:46+00:00,"Subedar Chatram Road, RK Puram, Gandhi Nagar",NO PARKING | WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL17669,SCOOTER,13,2024-02-07 06:25:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING
FKN00GL1641,SCOOTER,13,2024-02-23 08:22:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING
FKN00GL23586,PASSENGER AUTO,13,2024-03-30 08:25:46+00:00,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL0369,MOTOR CYCLE,13,2024-04-05 20:52:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL31097,SCOOTER,13,2024-03-05 07:14:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL53686,CAR,13,2023-12-15 04:31:46+00:00,"Old Madras Road, Lido Mall, Someshwarpura",NO PARKING
FKN00GL4517,CAR,13,2024-03-29 19:43:46+00:00,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL53263,CAR,13,2024-02-21 19:46:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL9159,SCOOTER,13,2024-04-06 09:30:46+00:00,"Old Madras Road, Gopalan Grand Mall, Nagavara Palya",WRONG PARKING
FKN00GL2692,SCOOTER,13,2024-03-12 22:55:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL54853,SCOOTER,13,2024-02-23 07:23:46+00:00,"Hosa Road, Channakeshava Nagar, Singasandra",WRONG PARKING
FKN00GL14388,SCOOTER,13,2024-04-01 04:44:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL18326,SCOOTER,13,2024-03-30 06:29:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL2378,MOTOR CYCLE,13,2024-02-08 21:12:46+00:00,"Palace Road, Kalpana Circle, Vasant Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL30840,MOTOR CYCLE,12,2024-02-10 05:05:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING | PARKING NEAR ROAD CROSSING
FKN00GL10599,LGV,12,2024-03-22 03:57:46+00:00,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar",WRONG PARKING
FKN00GL76628,SCOOTER,12,2024-03-04 23:50:46+00:00,"Palace Road, Embassy Habitat, Abshot Layout",NO PARKING
FKN00GL48931,SCOOTER,12,2024-04-06 01:32:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING
FKN00GL23579,SCOOTER,12,2024-03-13 00:09:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL76754,MOTOR CYCLE,12,2024-03-05 01:15:46+00:00,"Palace Road, Kalpana Circle, Vasant Nagar",WRONG PARKING
FKN00GL7362,CAR,12,2024-02-22 05:02:46+00:00,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL15995,MOTOR CYCLE,12,2024-02-26 04:40:46+00:00,"Mariamma Lane, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING | PARKING ON FOOTPATH
FKN00GL8154,SCOOTER,12,2024-02-24 08:18:46+00:00,"Sahakar Nagar Road, Fortune Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL1104,SCOOTER,12,2024-03-02 21:30:46+00:00,"3rd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING | DEFECTIVE NUMBER PLATE | WRONG PARKING
FKN00GL14458,PASSENGER AUTO,12,2024-03-25 01:44:46+00:00,"Old Madras Road, Lido Mall, Someshwarpura",NO PARKING
FKN00GL36034,CAR,12,2024-02-23 06:00:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | WRONG PARKING
FKN00GL0935,CAR,12,2024-02-16 06:41:46+00:00,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram",WRONG PARKING | NO PARKING
FKN00GL0990,MOTOR CYCLE,12,2024-03-20 04:20:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL54129,SCOOTER,12,2023-12-04 01:47:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL4734,SCOOTER,12,2024-03-27 07:39:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING | PARKING NEAR ROAD CROSSING
FKN00GL20859,SCOOTER,12,2024-03-30 09:13:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL1911,SCOOTER,12,2024-03-22 22:33:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING
FKN00GL1473,LGV,12,2024-03-27 05:26:46+00:00,"Chord Road, Shivanahalli Junction, Rajaji Nagar",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL50547,CAR,12,2024-03-12 03:19:46+00:00,"3rd Cross Road, RK Puram, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL54146,SCOOTER,12,2023-12-04 01:47:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL1620,SCOOTER,12,2024-04-07 03:24:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL42010,SCOOTER,12,2024-04-07 03:34:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING
FKN00GL8857,SCOOTER,12,2024-04-05 01:50:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING | NO PARKING | REFUSE TO GO FOR HIRE
FKN00GL18558,SCOOTER,12,2024-03-12 05:58:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL3284,PASSENGER AUTO,12,2024-03-17 07:06:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL37361,SCOOTER,12,2024-03-15 00:23:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL25393,SCOOTER,12,2024-03-14 23:08:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL44458,SCOOTER,12,2024-03-30 23:21:46+00:00,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL1053,MOTOR CYCLE,12,2024-03-26 21:12:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL8470,CAR,12,2024-04-06 19:25:46+00:00,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL17172,MOTOR CYCLE,12,2024-03-10 02:56:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL54162,SCOOTER,12,2023-12-04 01:48:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL3018,SCOOTER,12,2024-02-02 01:33:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL49847,CAR,12,2024-04-05 22:26:46+00:00,"Old Madras Road, Lido Mall, Someshwarpura",NO PARKING
FKN00GL16589,SCOOTER,12,2024-03-18 07:35:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING | DOUBLE PARKING
FKN00GL11028,SCOOTER,12,2024-02-21 19:57:46+00:00,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout",WRONG PARKING
FKN00GL6855,SCOOTER,12,2024-02-02 19:50:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING | DOUBLE PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL19006,MOTOR CYCLE,12,2024-03-12 22:55:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",NO PARKING | WRONG PARKING
FKN00GL2891,SCOOTER,12,2024-02-15 03:38:46+00:00,"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension",WRONG PARKING | NO PARKING | REFUSE TO GO FOR HIRE
FKN00GL43944,MOTOR CYCLE,12,2024-03-16 22:29:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | WRONG PARKING
FKN00GL26488,SCOOTER,12,2024-03-13 00:57:46+00:00,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu",WRONG PARKING
FKN00GL68690,SCOOTER,12,2024-03-11 03:31:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING
FKN00GL113054,MOTOR CYCLE,12,2023-11-22 06:22:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL6480,SCOOTER,12,2024-03-27 02:14:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING | PARKING NEAR ROAD CROSSING
FKN00GL0373,MOTOR CYCLE,12,2024-03-15 00:30:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL17806,SCOOTER,12,2024-01-16 01:18:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC | WRONG PARKING
FKN00GL2927,SCOOTER,12,2024-03-28 07:51:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL1530,CAR,12,2024-03-23 03:19:46+00:00,"Anna Basavanna Road, RV Layout, Seshadripuram",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL73104,CAR,12,2024-03-02 20:08:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL24230,PASSENGER AUTO,12,2024-02-22 05:00:46+00:00,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL23892,MOTOR CYCLE,12,2024-03-17 08:21:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL5701,SCOOTER,12,2024-04-08 02:13:46+00:00,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL0923,SCOOTER,12,2024-03-15 00:20:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL9032,SCOOTER,12,2024-03-14 00:48:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING | DOUBLE PARKING | DEFECTIVE NUMBER PLATE
FKN00GL6174,SCOOTER,12,2024-02-14 05:10:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL11665,SCOOTER,12,2024-03-22 02:27:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL20386,CAR,12,2024-02-07 22:17:46+00:00,"MBT Road, Skyline Atlantis Apartment, Pai Layout",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL52672,MOTOR CYCLE,12,2024-03-17 01:22:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL65696,LGV,11,2024-02-27 05:59:46+00:00,"Doddanagamangala Road, Vinayaka Nagar, Rayasandra",NO PARKING
FKN00GL15037,SCOOTER,11,2024-02-28 05:03:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL37362,MOTOR CYCLE,11,2024-02-23 03:51:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL2652,SCOOTER,11,2024-04-05 20:52:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL50347,SCOOTER,11,2024-04-04 01:40:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL36086,SCOOTER,11,2024-03-31 19:24:46+00:00,"Mysore Road, City Market Circle, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL9840,SCOOTER,11,2024-04-06 04:49:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL11030,LGV,11,2024-04-04 20:05:46+00:00,"2nd Main Road, Sri Kanakadasa Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL27266,SCOOTER,11,2024-03-09 02:12:46+00:00,"Commercial Street, Tasker Town, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL75380,GOODS AUTO,11,2024-03-20 16:48:46+00:00,"MBT Road, Devasandra Junction, KR Puram",NO PARKING
FKN00GL14734,SCOOTER,11,2024-04-07 01:57:46+00:00,"Chord Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL28038,FACTORY BUS,11,2024-03-01 21:18:46+00:00,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL6530,SCOOTER,11,2024-03-16 05:03:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL36866,PASSENGER AUTO,11,2024-02-29 02:22:46+00:00,"Mission Road, M Subbaiah Circle, Sampangiram Nagar",NO PARKING | WRONG PARKING
FKN00GL82790,CAR,11,2024-03-26 22:09:46+00:00,"Hosur Road, HAL Layout, Bengaluru",WRONG PARKING
FKN00GL6306,SCOOTER,11,2024-03-28 05:16:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL26363,SCOOTER,11,2024-03-17 03:37:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL5166,SCOOTER,11,2024-04-06 05:14:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL6420,MOTOR CYCLE,11,2024-03-01 05:39:46+00:00,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL48182,MOTOR CYCLE,11,2024-03-21 05:09:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL21231,LGV,11,2024-03-27 20:41:46+00:00,"2nd Cross Road, Kempegowda Extension, Chickpete",NO PARKING | WRONG PARKING
FKN00GL62335,SCOOTER,11,2024-04-05 22:20:46+00:00,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL26291,SCOOTER,11,2024-03-13 00:17:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | PARKING ON FOOTPATH | NO PARKING
FKN00GL61150,SCOOTER,11,2024-04-06 04:20:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL15235,CAR,11,2024-03-19 07:52:46+00:00,"Da Ra Bendre Road, Orion, Brigade Gateway",NO PARKING | WRONG PARKING
FKN00GL17374,SCOOTER,11,2024-03-18 22:00:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL50810,LGV,11,2024-03-25 19:30:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING | NO PARKING
FKN00GL26489,SCOOTER,11,2024-03-13 00:57:46+00:00,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu",WRONG PARKING
FKN00GL36507,MOTOR CYCLE,11,2024-03-04 23:50:46+00:00,"Palace Road, Embassy Habitat, Abshot Layout",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL12846,MOTOR CYCLE,11,2024-03-28 21:40:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL23215,SCOOTER,11,2024-03-11 04:16:46+00:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar",NO PARKING
FKN00GL23218,MOTOR CYCLE,11,2024-02-06 21:54:46+00:00,"Palace Road, Kalpana Circle, Vasant Nagar",WRONG PARKING
FKN00GL2863,SCOOTER,11,2024-02-01 03:10:46+00:00,"1st Cross Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL3083,SCOOTER,11,2024-03-13 07:12:46+00:00,"Palace Road, Embassy Habitat, Abshot Layout",WRONG PARKING | NO PARKING
FKN00GL0330,MOTOR CYCLE,11,2024-03-29 23:53:46+00:00,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar",WRONG PARKING
FKN00GL11524,SCOOTER,11,2024-03-13 03:03:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING | NO PARKING
FKN00GL3213,MOTOR CYCLE,11,2024-03-29 23:51:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL5761,SCOOTER,11,2024-04-04 05:18:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL28769,TANKER,11,2024-02-25 03:50:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",WRONG PARKING
FKN00GL122435,SCOOTER,11,2024-01-01 03:02:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL43870,MOTOR CYCLE,11,2024-04-06 04:16:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | NO PARKING
FKN00GL31873,SCOOTER,11,2024-03-31 19:32:46+00:00,"Subedar Chatram Road, Anand Rao Circle, Gandhi Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL18632,SCOOTER,11,2024-04-04 03:53:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | PARKING ON FOOTPATH
FKN00GL8052,SCOOTER,11,2024-02-22 06:44:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING | NO PARKING
FKN00GL29737,SCOOTER,11,2024-04-07 18:58:46+00:00,"Mysore Road, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL16020,LGV,11,2024-04-06 19:34:46+00:00,"Vajreshwari Road, Railway Officers Enclave, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL67984,SCOOTER,11,2024-03-01 22:03:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL67993,SCOOTER,11,2024-02-28 22:14:46+00:00,Unknown Area,PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL113789,MOTOR CYCLE,11,2024-01-14 05:34:46+00:00,"Hospital Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
